leader_controller,cacc,consensus,dmpc,hinf,pid
cacc,0.4998634494028365,0.7724588946260843,2.7614078847530106,0.7215702868722578,1.0924523054237876
consensus,0.4998634494028365,0.7724588946260843,2.7614078847530106,0.7215702868722578,1.0924523054237876
dmpc,0.4998634494028365,0.7724588946260843,2.7614078847530106,0.7215702868722578,1.0924523054237876
hinf,0.4998634494028365,0.7724588946260843,2.7614078847530106,0.7215702868722578,1.0924523054237876
pid,0.4998634494028365,0.7724588946260843,2.7614078847530106,0.7215702868722578,1.0924523054237876
