leader_controller,cacc,consensus,dmpc,hinf,pid
cacc,0.5023563876900304,0.7786768843290239,2.7435403682934565,0.7508154335176743,1.1608651571081567
consensus,0.5075324099092425,0.8143317600561976,2.764843586852782,0.7610850162433248,1.3057581555014068
dmpc,0.5062269215166525,0.8019041884773203,2.7802587486918227,0.7542596224958156,1.2539382554524945
hinf,0.5051897952582453,0.8025787898247237,2.780247418062853,0.747341054134143,1.2538875791677684
pid,0.505697896658302,0.8036962595197623,2.781017795670986,0.7459892331414083,1.2376759737159633
